
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DA:3B:5A:7C:C5:5C, 2022-08-11 19:08:11, 2022-08-11 19:08:11, -74,        2, (not associated) ,
66:0B:EC:79:9D:B3, 2022-08-11 19:08:14, 2022-08-11 19:08:14, -71,        2, (not associated) ,
FA:94:3E:6F:75:B3, 2022-08-11 19:08:14, 2022-08-11 19:08:14, -70,        1, (not associated) ,
82:7B:52:E1:EB:30, 2022-08-11 19:08:10, 2022-08-11 19:08:10, -67,       17, (not associated) ,web.2014,marialuiza225,web2014,3206_Bradesco
02:81:71:92:A2:44, 2022-08-11 19:08:25, 2022-08-11 19:08:25, -77,        1, (not associated) ,
0A:83:BE:7A:89:A0, 2022-08-11 19:08:25, 2022-08-11 19:08:25, -73,        9, (not associated) ,
0A:FA:B5:0D:97:6E, 2022-08-11 19:08:33, 2022-08-11 19:08:33, -83,        1, (not associated) ,
B6:E8:64:11:5B:5E, 2022-08-11 19:08:32, 2022-08-11 19:08:33, -76,        3, (not associated) ,
56:C2:38:E1:1A:16, 2022-08-11 19:08:41, 2022-08-11 19:08:46, -85,       35, 4E:D0:8A:D8:3B:E9,
56:A7:07:E5:08:2C, 2022-08-11 19:08:49, 2022-08-11 19:08:49, -78,        2, (not associated) ,
7A:45:EE:C4:B3:A6, 2022-08-11 19:09:00, 2022-08-11 19:09:00, -83,        1, (not associated) ,
72:17:FA:DD:5E:DA, 2022-08-11 19:08:59, 2022-08-11 19:08:59, -81,        1, (not associated) ,
2A:12:79:FA:47:00, 2022-08-11 19:08:59, 2022-08-11 19:08:59, -74,        2, (not associated) ,
C6:37:ED:7E:50:F5, 2022-08-11 19:08:58, 2022-08-11 19:08:58, -73,        4, (not associated) ,hotelvieiras
42:28:C1:7D:F7:0F, 2022-08-11 19:09:02, 2022-08-11 19:09:02, -73,        1, (not associated) ,
BA:DF:72:83:DF:3B, 2022-08-11 19:09:09, 2022-08-11 19:09:09, -80,        1, (not associated) ,
EA:77:F8:34:2E:3B, 2022-08-11 19:09:26, 2022-08-11 19:09:26, -76,        2, (not associated) ,
4E:84:05:C7:60:D2, 2022-08-11 19:09:26, 2022-08-11 19:09:26, -74,        1, (not associated) ,
C6:0E:A0:57:92:74, 2022-08-11 19:09:24, 2022-08-11 19:09:24, -73,        1, (not associated) ,
5A:9B:50:83:30:B7, 2022-08-11 19:09:25, 2022-08-11 19:09:25, -70,        1, (not associated) ,
66:ED:BA:7E:B4:34, 2022-08-11 19:09:23, 2022-08-11 19:09:23, -64,        1, (not associated) ,
7E:8E:93:8D:96:F5, 2022-08-11 19:09:32, 2022-08-11 19:09:33, -84,        2, (not associated) ,
36:37:58:3D:C5:D8, 2022-08-11 19:09:33, 2022-08-11 19:09:33, -78,        1, (not associated) ,
9A:97:A7:73:83:EF, 2022-08-11 19:09:49, 2022-08-11 19:09:49, -81,        2, (not associated) ,
62:A7:44:AB:53:6D, 2022-08-11 19:09:48, 2022-08-11 19:09:48, -80,        2, (not associated) ,
0A:CC:27:1C:1C:2E, 2022-08-11 19:09:45, 2022-08-11 19:09:45, -79,        1, (not associated) ,
EE:52:FD:37:56:E3, 2022-08-11 19:09:50, 2022-08-11 19:09:50, -77,        2, (not associated) ,
4A:74:7F:66:AF:F5, 2022-08-11 19:10:10, 2022-08-11 19:10:10, -79,        1, (not associated) ,
DA:C9:B3:92:D7:11, 2022-08-11 19:10:13, 2022-08-11 19:10:13, -79,        1, (not associated) ,
EE:3C:D5:0A:A7:BD, 2022-08-11 19:10:10, 2022-08-11 19:10:10, -77,        1, (not associated) ,
5E:D3:B4:14:5C:E7, 2022-08-11 19:10:24, 2022-08-11 19:10:24, -78,        1, (not associated) ,
9E:A4:DE:0B:D8:95, 2022-08-11 19:10:24, 2022-08-11 19:10:24, -77,        1, (not associated) ,
26:45:97:70:5D:17, 2022-08-11 19:10:24, 2022-08-11 19:10:24, -75,        1, (not associated) ,
62:5B:97:74:D9:80, 2022-08-11 19:10:35, 2022-08-11 19:10:35, -74,        1, (not associated) ,
42:FF:EE:03:3E:F8, 2022-08-11 19:10:48, 2022-08-11 19:10:48, -85,        1, (not associated) ,
FA:DB:73:0F:BE:9C, 2022-08-11 19:10:47, 2022-08-11 19:10:47, -77,        1, (not associated) ,
2E:BE:03:A8:AF:62, 2022-08-11 19:10:47, 2022-08-11 19:10:47, -76,        1, (not associated) ,
A6:CB:72:B3:49:CE, 2022-08-11 19:10:49, 2022-08-11 19:10:50, -75,        2, (not associated) ,
16:2F:EE:C8:1F:BD, 2022-08-11 19:10:47, 2022-08-11 19:10:47, -72,        1, (not associated) ,
AA:09:7D:2D:09:50, 2022-08-11 19:10:57, 2022-08-11 19:10:57, -85,        1, (not associated) ,
DA:BB:58:50:C8:E0, 2022-08-11 19:11:02, 2022-08-11 19:11:02, -84,        1, (not associated) ,
16:C9:70:2D:4C:DA, 2022-08-11 19:11:13, 2022-08-11 19:11:13, -82,        2, (not associated) ,
7E:34:CA:27:00:36, 2022-08-11 19:11:09, 2022-08-11 19:11:09, -80,        2, (not associated) ,
FE:D1:B6:B3:7D:C2, 2022-08-11 19:11:10, 2022-08-11 19:11:10, -79,        2, (not associated) ,
CE:06:D4:59:61:61, 2022-08-11 19:11:13, 2022-08-11 19:11:13, -75,        2, (not associated) ,
D2:73:69:4A:4B:C5, 2022-08-11 19:11:38, 2022-08-11 19:11:38, -81,        1, (not associated) ,
F2:1F:2D:C0:0E:B9, 2022-08-11 19:11:50, 2022-08-11 19:11:50, -78,        1, (not associated) ,
F2:61:53:74:1E:F3, 2022-08-11 19:12:00, 2022-08-11 19:12:00, -83,        1, (not associated) ,
C6:C9:15:67:25:C8, 2022-08-11 19:12:24, 2022-08-11 19:12:24, -86,        1, (not associated) ,
92:04:E0:5C:F6:6C, 2022-08-11 19:12:24, 2022-08-11 19:12:24, -70,        2, (not associated) ,
6A:3E:4B:7A:5D:5A, 2022-08-11 19:12:16, 2022-08-11 19:12:36, -79,        2, (not associated) ,CLARO_5GAC7538
A2:A2:27:1D:9F:73, 2022-08-11 19:12:33, 2022-08-11 19:12:33, -75,        2, (not associated) ,
F2:76:45:71:8C:D8, 2022-08-11 19:12:50, 2022-08-11 19:12:50, -81,        2, (not associated) ,
12:55:9C:2D:7C:DD, 2022-08-11 19:12:50, 2022-08-11 19:12:50, -80,        1, (not associated) ,
76:1E:8F:51:9B:56, 2022-08-11 19:12:46, 2022-08-11 19:12:46, -79,        1, (not associated) ,
EA:FC:18:A2:2E:62, 2022-08-11 19:12:50, 2022-08-11 19:12:50, -73,        1, (not associated) ,
0E:D3:65:10:C6:D6, 2022-08-11 19:13:02, 2022-08-11 19:13:02, -85,        1, (not associated) ,
C2:7B:44:85:E8:19, 2022-08-11 19:12:58, 2022-08-11 19:12:58, -79,        2, (not associated) ,
5A:9B:7C:65:6D:F5, 2022-08-11 19:12:59, 2022-08-11 19:12:59, -79,        1, (not associated) ,
56:E7:51:A2:D7:E0, 2022-08-11 19:13:01, 2022-08-11 19:13:01, -78,        1, (not associated) ,
1E:C0:2A:E8:61:FD, 2022-08-11 19:12:59, 2022-08-11 19:12:59, -77,        2, (not associated) ,
12:C6:0B:40:8F:D0, 2022-08-11 19:13:00, 2022-08-11 19:13:00, -77,        1, (not associated) ,
C2:50:83:27:D6:86, 2022-08-11 19:13:01, 2022-08-11 19:13:01, -77,        1, (not associated) ,
62:2D:17:E7:27:DD, 2022-08-11 19:12:58, 2022-08-11 19:12:58, -75,        1, (not associated) ,
00:0C:E7:61:3C:5B, 2022-08-11 19:13:14, 2022-08-11 19:13:14, -86,        1, (not associated) ,
9A:62:2D:BF:A2:DE, 2022-08-11 19:13:12, 2022-08-11 19:13:12, -80,        1, (not associated) ,
2A:FE:54:82:07:86, 2022-08-11 19:13:23, 2022-08-11 19:13:23, -82,        3, (not associated) ,
C6:4B:FD:4A:E3:77, 2022-08-11 19:13:25, 2022-08-11 19:13:25, -77,        1, (not associated) ,
2A:FE:54:0E:A8:59, 2022-08-11 18:51:40, 2022-08-11 19:13:36, -84,       11, (not associated) ,
D6:C4:05:38:A5:AA, 2022-08-11 19:13:36, 2022-08-11 19:13:36, -83,        1, (not associated) ,
06:CA:D6:F6:D8:D4, 2022-08-11 19:13:35, 2022-08-11 19:13:35, -82,        1, (not associated) ,
06:E1:76:50:3D:00, 2022-08-11 19:13:46, 2022-08-11 19:13:46, -81,        1, (not associated) ,
04:54:53:D3:44:49, 2022-08-11 19:13:48, 2022-08-11 19:13:48, -80,        1, (not associated) ,
60:1D:91:9F:68:55, 2022-08-11 19:13:49, 2022-08-11 19:13:49, -67,        1, (not associated) ,
CE:3B:CA:63:2D:A7, 2022-08-11 19:13:58, 2022-08-11 19:13:58, -78,        4, (not associated) ,hotelvieiras
7C:8B:B5:AA:54:09, 2022-08-11 19:13:44, 2022-08-11 19:13:59, -75,        5, 10:93:97:D2:81:42,
DA:4E:3A:68:73:FA, 2022-08-11 19:14:11, 2022-08-11 19:14:11, -81,        1, (not associated) ,
16:2B:73:BA:EF:35, 2022-08-11 19:14:25, 2022-08-11 19:14:25, -77,        1, 10:93:97:D2:81:42,
D2:5E:E2:5B:1E:8E, 2022-08-11 19:14:22, 2022-08-11 19:14:22, -67,        1, (not associated) ,
66:E7:75:B4:FB:3F, 2022-08-11 19:14:34, 2022-08-11 19:14:34, -82,        1, (not associated) ,
96:C5:08:C6:7D:90, 2022-08-11 19:14:46, 2022-08-11 19:14:46, -84,        1, (not associated) ,
FE:D8:61:02:03:42, 2022-08-11 19:14:56, 2022-08-11 19:14:57, -73,        5, (not associated) ,
60:1D:91:F7:3B:26, 2022-08-11 19:15:12, 2022-08-11 19:15:12, -84,        1, (not associated) ,
EE:27:F3:1A:58:EC, 2022-08-11 19:14:54, 2022-08-11 19:15:13, -83,       23, 5E:76:95:93:68:91,
FA:C8:6D:31:C8:63, 2022-08-11 19:15:09, 2022-08-11 19:15:09, -78,        1, (not associated) ,
3E:A0:A7:BD:55:29, 2022-08-11 19:15:14, 2022-08-11 19:15:14, -71,        2, (not associated) ,
3A:86:9C:C7:18:84, 2022-08-11 19:15:25, 2022-08-11 19:15:25, -85,        1, (not associated) ,
36:A8:62:ED:0E:84, 2022-08-11 19:15:25, 2022-08-11 19:15:25, -82,        1, (not associated) ,
1E:D7:DB:14:96:88, 2022-08-11 19:15:25, 2022-08-11 19:15:25, -82,        1, (not associated) ,
9A:1A:30:B5:9E:85, 2022-08-11 19:15:25, 2022-08-11 19:15:25, -77,        1, (not associated) ,
1E:8A:92:BA:32:3C, 2022-08-11 19:15:24, 2022-08-11 19:15:24, -75,        1, (not associated) ,
FA:9C:FD:0F:DD:34, 2022-08-11 19:15:21, 2022-08-11 19:15:21, -73,        3, (not associated) ,
2A:D2:AE:6D:5C:46, 2022-08-11 19:15:37, 2022-08-11 19:15:37, -83,        1, (not associated) ,
82:83:36:1B:5B:7A, 2022-08-11 19:15:33, 2022-08-11 19:15:33, -78,        1, (not associated) ,
FE:BC:88:04:D0:1C, 2022-08-11 19:15:36, 2022-08-11 19:15:36, -76,        1, (not associated) ,
EA:6B:53:B6:2F:F8, 2022-08-11 19:15:49, 2022-08-11 19:15:49, -86,        1, (not associated) ,
8C:F1:12:BD:53:CA, 2022-08-11 19:14:14, 2022-08-11 19:15:49, -81,        2, (not associated) ,wlad aranha
92:35:0E:7F:14:06, 2022-08-11 19:16:01, 2022-08-11 19:16:01, -80,        1, (not associated) ,
56:A7:B5:8C:43:C1, 2022-08-11 19:15:57, 2022-08-11 19:15:57, -73,        1, (not associated) ,
F2:6C:4C:42:0D:7D, 2022-08-11 19:16:11, 2022-08-11 19:16:11, -82,        1, (not associated) ,
06:5E:7D:63:EB:27, 2022-08-11 19:16:10, 2022-08-11 19:16:10, -81,        1, (not associated) ,
9A:09:50:09:86:11, 2022-08-11 19:16:12, 2022-08-11 19:16:12, -80,        1, (not associated) ,
0E:C6:49:DC:E3:07, 2022-08-11 19:16:13, 2022-08-11 19:16:13, -80,        1, (not associated) ,
2A:48:10:DC:AF:98, 2022-08-11 19:16:09, 2022-08-11 19:16:09, -79,        1, (not associated) ,
8E:62:ED:A8:86:07, 2022-08-11 19:16:13, 2022-08-11 19:16:13, -79,        1, 00:25:00:FF:94:73,
42:37:0D:D2:B9:8D, 2022-08-11 19:16:13, 2022-08-11 19:16:13, -79,        1, (not associated) ,
36:87:F1:D2:7A:3F, 2022-08-11 19:16:12, 2022-08-11 19:16:12, -78,        1, (not associated) ,
DA:A1:19:45:2D:91, 2022-08-11 19:16:13, 2022-08-11 19:16:13, -78,        1, (not associated) ,
2A:AD:40:C9:C6:EB, 2022-08-11 19:16:09, 2022-08-11 19:16:09, -77,        2, (not associated) ,
8A:90:41:1C:E7:3F, 2022-08-11 19:16:12, 2022-08-11 19:16:12, -77,        1, (not associated) ,
5E:6A:B1:AE:6A:B3, 2022-08-11 19:16:11, 2022-08-11 19:16:11, -76,        1, (not associated) ,
8A:D5:99:BF:27:48, 2022-08-11 19:16:11, 2022-08-11 19:16:11, -66,        2, (not associated) ,
5E:1C:40:99:A9:C7, 2022-08-11 19:16:26, 2022-08-11 19:16:26, -71,        2, (not associated) ,
DE:54:1C:84:F6:8B, 2022-08-11 19:16:22, 2022-08-11 19:16:23, -68,        3, (not associated) ,
FE:7A:FA:60:0C:62, 2022-08-11 19:16:35, 2022-08-11 19:16:35, -84,        1, (not associated) ,
02:D2:DF:4E:3A:11, 2022-08-11 19:16:35, 2022-08-11 19:16:35, -74,        1, (not associated) ,
82:1D:77:EE:89:04, 2022-08-11 19:16:34, 2022-08-11 19:16:34, -71,        2, (not associated) ,
CC:88:26:67:64:A4, 2022-08-11 19:16:37, 2022-08-11 19:16:37, -69,        4, (not associated) ,
12:8C:92:5A:D9:66, 2022-08-11 19:16:47, 2022-08-11 19:16:47, -86,        1, (not associated) ,
D6:CB:77:C9:B9:C0, 2022-08-11 19:16:45, 2022-08-11 19:16:45, -82,        1, (not associated) ,
DA:A1:19:13:81:5F, 2022-08-11 19:16:46, 2022-08-11 19:16:46, -82,        2, (not associated) ,
1E:4C:82:B6:6A:76, 2022-08-11 19:16:46, 2022-08-11 19:16:46, -76,        1, (not associated) ,
6A:D4:A7:22:96:71, 2022-08-11 19:16:48, 2022-08-11 19:16:48, -75,        1, (not associated) ,
EE:1B:39:9E:BA:CB, 2022-08-11 19:17:01, 2022-08-11 19:17:01, -84,        1, (not associated) ,
8E:DD:5B:35:F7:6E, 2022-08-11 19:17:01, 2022-08-11 19:17:01, -80,        1, (not associated) ,
1A:65:D2:C7:D5:36, 2022-08-11 19:16:59, 2022-08-11 19:17:00, -76,        2, (not associated) ,
26:17:30:7A:8A:8E, 2022-08-11 19:17:09, 2022-08-11 19:17:09, -81,        2, (not associated) ,
0E:5E:30:9A:17:B5, 2022-08-11 19:17:10, 2022-08-11 19:17:10, -81,        2, (not associated) ,
6E:10:E5:7E:63:7D, 2022-08-11 19:17:14, 2022-08-11 19:17:14, -79,        2, (not associated) ,
38:9A:F6:F9:BF:DF, 2022-08-11 19:17:09, 2022-08-11 19:17:09, -73,        2, CE:4E:FA:5E:F3:FE,
D6:7D:42:3C:FB:A4, 2022-08-11 19:17:11, 2022-08-11 19:17:11, -73,        1, (not associated) ,
C6:DF:B2:49:FD:52, 2022-08-11 19:17:11, 2022-08-11 19:17:11, -72,        1, (not associated) ,
16:5A:67:C1:29:28, 2022-08-11 19:17:13, 2022-08-11 19:17:13, -72,        2, (not associated) ,
92:15:94:79:D3:95, 2022-08-11 19:17:26, 2022-08-11 19:17:26, -84,        1, (not associated) ,
86:CA:D1:A9:25:4B, 2022-08-11 19:17:22, 2022-08-11 19:17:22, -80,        2, (not associated) ,
A6:52:0D:46:DB:82, 2022-08-11 19:17:34, 2022-08-11 19:17:34, -78,        2, (not associated) ,
8A:DF:C9:84:84:A5, 2022-08-11 19:17:33, 2022-08-11 19:17:33, -75,        1, (not associated) ,
2A:91:58:94:36:8D, 2022-08-11 19:17:36, 2022-08-11 19:17:36,  -1,        3, 56:A6:5C:11:D9:C3,
8E:9A:56:DC:50:73, 2022-08-11 19:17:50, 2022-08-11 19:17:50, -82,        1, (not associated) ,
D2:AB:FF:70:E9:5A, 2022-08-11 19:17:59, 2022-08-11 19:17:59, -86,        1, (not associated) ,
5A:2D:34:EC:97:9A, 2022-08-11 19:17:57, 2022-08-11 19:17:57, -84,        1, (not associated) ,
DE:A5:0D:DE:0C:EA, 2022-08-11 19:18:14, 2022-08-11 19:18:14, -85,        1, (not associated) ,
06:34:A2:E6:B8:21, 2022-08-11 19:18:12, 2022-08-11 19:18:13, -82,        2, (not associated) ,
46:AA:91:A8:37:33, 2022-08-11 19:18:12, 2022-08-11 19:18:12, -80,        2, (not associated) ,
62:C1:AE:A7:85:01, 2022-08-11 19:18:13, 2022-08-11 19:18:13, -79,        1, (not associated) ,
4E:B7:8D:C3:71:CA, 2022-08-11 19:18:25, 2022-08-11 19:18:25, -80,        1, (not associated) ,
66:BB:28:6F:A2:D4, 2022-08-11 19:18:37, 2022-08-11 19:18:37, -81,        1, (not associated) ,
82:A3:5D:6E:C4:CB, 2022-08-11 19:18:34, 2022-08-11 19:18:34, -78,        3, (not associated) ,gvt4890
E6:E2:1D:46:5C:A7, 2022-08-11 19:18:35, 2022-08-11 19:18:35, -78,        2, (not associated) ,
66:64:7B:1B:70:06, 2022-08-11 19:18:36, 2022-08-11 19:18:36, -75,        1, (not associated) ,
86:A3:BA:5C:66:E7, 2022-08-11 19:18:45, 2022-08-11 19:18:45, -82,        1, (not associated) ,
A2:DC:E9:45:44:C7, 2022-08-11 19:18:48, 2022-08-11 19:18:48, -82,        1, (not associated) ,
AE:14:89:7D:7F:F9, 2022-08-11 19:19:01, 2022-08-11 19:19:01, -83,        2, (not associated) ,
16:BA:32:5D:AF:D9, 2022-08-11 19:19:09, 2022-08-11 19:19:09, -82,        1, (not associated) ,
B6:56:9D:2D:CC:53, 2022-08-11 19:19:14, 2022-08-11 19:19:14, -80,        2, (not associated) ,
DE:3F:0C:9F:3A:8F, 2022-08-11 19:19:25, 2022-08-11 19:19:25, -80,        1, (not associated) ,
DA:07:4B:30:89:F3, 2022-08-11 19:19:34, 2022-08-11 19:19:35, -80,        2, (not associated) ,
5E:DE:1D:9F:1E:E5, 2022-08-11 19:19:36, 2022-08-11 19:19:36, -78,        1, (not associated) ,
52:4A:DA:C4:84:09, 2022-08-11 19:19:36, 2022-08-11 19:19:36, -77,        1, (not associated) ,
BE:BB:4D:9B:49:15, 2022-08-11 19:19:45, 2022-08-11 19:19:45, -80,        2, (not associated) ,
26:08:64:31:FF:5D, 2022-08-11 19:20:00, 2022-08-11 19:20:00, -80,        1, (not associated) ,
A2:5D:11:CB:14:7C, 2022-08-11 19:20:01, 2022-08-11 19:20:02, -80,        2, (not associated) ,
C2:6B:F7:BC:2A:0E, 2022-08-11 19:19:58, 2022-08-11 19:19:58, -79,        2, (not associated) ,
FE:CF:64:46:8C:97, 2022-08-11 19:20:00, 2022-08-11 19:20:00, -78,        1, (not associated) ,
BA:73:6D:E6:07:34, 2022-08-11 19:20:14, 2022-08-11 19:20:14, -77,        1, (not associated) ,
E6:33:F9:5D:F3:D9, 2022-08-11 19:20:12, 2022-08-11 19:20:12, -71,        1, (not associated) ,
B2:0B:5B:47:F6:46, 2022-08-11 19:20:11, 2022-08-11 19:20:11, -67,        2, (not associated) ,
8A:30:E8:1C:AF:58, 2022-08-11 19:20:25, 2022-08-11 19:20:25, -80,        1, (not associated) ,
62:05:81:AC:70:0D, 2022-08-11 19:20:26, 2022-08-11 19:20:26, -79,        2, (not associated) ,
46:99:D7:CA:2A:5E, 2022-08-11 19:20:21, 2022-08-11 19:20:21, -70,        1, (not associated) ,
2A:BE:44:B5:BA:14, 2022-08-11 19:20:37, 2022-08-11 19:20:37, -77,        1, (not associated) ,VIVOFIBRA-3AA1-5G
66:E4:ED:F9:60:61, 2022-08-11 19:20:45, 2022-08-11 19:20:45, -78,        1, (not associated) ,
DA:1B:50:39:65:88, 2022-08-11 19:20:46, 2022-08-11 19:20:46, -75,        2, (not associated) ,
5E:9B:23:D3:6E:B6, 2022-08-11 19:20:48, 2022-08-11 19:20:48, -74,        3, (not associated) ,
4E:C4:3B:8C:2E:F8, 2022-08-11 19:20:50, 2022-08-11 19:20:50, -72,        1, (not associated) ,
D2:6E:5D:ED:53:CC, 2022-08-11 19:21:11, 2022-08-11 19:21:11, -85,        1, (not associated) ,
06:41:4F:37:C8:5E, 2022-08-11 19:21:13, 2022-08-11 19:21:13, -79,        1, (not associated) ,
7E:3D:9D:AF:A2:69, 2022-08-11 19:21:11, 2022-08-11 19:21:11, -78,        2, (not associated) ,
D2:7B:9C:BA:BA:A5, 2022-08-11 19:21:25, 2022-08-11 19:21:25, -82,        2, (not associated) ,
0E:4C:11:7F:7B:0A, 2022-08-11 19:21:23, 2022-08-11 19:21:23, -76,        1, (not associated) ,
EA:5A:8B:09:17:F7, 2022-08-11 19:21:24, 2022-08-11 19:21:24, -71,        1, (not associated) ,
C6:96:8D:69:D4:C1, 2022-08-11 19:21:21, 2022-08-11 19:21:21, -69,        3, (not associated) ,
26:6A:AA:1A:3F:30, 2022-08-11 19:21:35, 2022-08-11 19:21:35, -83,        1, (not associated) ,
22:20:CB:DB:1C:45, 2022-08-11 19:21:35, 2022-08-11 19:21:35, -79,        1, (not associated) ,
3E:E9:B4:C7:83:65, 2022-08-11 19:21:33, 2022-08-11 19:21:33, -72,        1, (not associated) ,
02:4E:0C:D0:D4:BB, 2022-08-11 19:21:35, 2022-08-11 19:21:35, -66,        3, (not associated) ,Pedro_PIMENTEL_NET_99492-8188
3A:7D:4B:14:D5:8F, 2022-08-11 19:21:36, 2022-08-11 19:21:36, -66,        2, (not associated) ,
EA:37:15:45:9C:31, 2022-08-11 19:21:48, 2022-08-11 19:21:48, -81,        1, (not associated) ,
DA:4B:E1:F1:3A:CA, 2022-08-11 19:21:45, 2022-08-11 19:21:45, -73,        5, (not associated) ,Pedro_PIMENTEL_NET_99492-8188
96:A0:5F:F8:9B:F6, 2022-08-11 19:22:02, 2022-08-11 19:22:02, -80,        2, (not associated) ,
EA:1A:E5:A3:49:51, 2022-08-11 19:22:01, 2022-08-11 19:22:01, -78,        1, (not associated) ,
1E:55:A0:BC:FD:A3, 2022-08-11 19:21:58, 2022-08-11 19:21:58, -74,        1, (not associated) ,
B2:A7:B0:E8:C8:6F, 2022-08-11 19:22:11, 2022-08-11 19:22:11, -82,        1, (not associated) ,
AE:BD:6A:15:7E:F9, 2022-08-11 19:22:10, 2022-08-11 19:22:10, -80,        1, (not associated) ,
BA:F4:AB:FD:13:E0, 2022-08-11 19:22:13, 2022-08-11 19:22:13, -80,        1, (not associated) ,
0A:86:A3:C5:EB:1E, 2022-08-11 19:22:11, 2022-08-11 19:22:11, -76,        1, (not associated) ,
30:4B:07:A0:AA:32, 2022-08-11 19:22:00, 2022-08-11 19:22:21, -83,       16, BC:2E:48:20:F5:F5,
30:4B:07:6E:DE:C7, 2022-08-11 19:22:25, 2022-08-11 19:22:25, -80,        1, (not associated) ,
30:4B:07:6B:FB:A6, 2022-08-11 19:22:26, 2022-08-11 19:22:26, -80,        1, (not associated) ,
2A:54:6B:1A:9A:1A, 2022-08-11 19:22:26, 2022-08-11 19:22:26, -79,        2, (not associated) ,
0A:9B:A8:0A:64:78, 2022-08-11 19:22:21, 2022-08-11 19:22:21, -77,        1, (not associated) ,
C6:E8:72:39:00:3F, 2022-08-11 19:22:22, 2022-08-11 19:22:22, -76,        2, (not associated) ,
EE:5E:8C:CA:05:1C, 2022-08-11 19:22:25, 2022-08-11 19:22:25, -74,        1, (not associated) ,
5A:17:D2:A8:E1:ED, 2022-08-11 19:22:25, 2022-08-11 19:22:25, -72,        3, (not associated) ,
08:CC:27:E7:3B:42, 2022-08-11 19:22:22, 2022-08-11 19:22:26, -71,       22, 00:1A:3F:86:39:95,CONSERVICE
8E:09:D6:E7:AC:9F, 2022-08-11 19:22:25, 2022-08-11 19:22:25, -70,        1, (not associated) ,
DE:FF:A8:7C:8A:6F, 2022-08-11 19:22:21, 2022-08-11 19:22:21, -69,        1, (not associated) ,
62:6E:31:6B:E4:CF, 2022-08-11 19:22:34, 2022-08-11 19:22:34, -80,        2, (not associated) ,
A2:E8:E8:F8:73:FE, 2022-08-11 19:22:36, 2022-08-11 19:22:36, -76,        2, (not associated) ,
EA:DA:CA:3F:81:56, 2022-08-11 19:22:36, 2022-08-11 19:22:36, -71,        2, (not associated) ,
5E:D1:92:17:F6:71, 2022-08-11 19:22:48, 2022-08-11 19:22:48, -84,        2, (not associated) ,
3E:5B:52:4C:F4:80, 2022-08-11 19:22:47, 2022-08-11 19:22:47, -83,        1, (not associated) ,
3A:3B:FB:1F:B7:05, 2022-08-11 19:22:46, 2022-08-11 19:22:47, -80,        5, (not associated) ,
9A:A0:07:AE:80:CB, 2022-08-11 19:22:01, 2022-08-11 19:22:48, -79,       11, 56:A6:5C:11:77:7D,#NET-CLARO-WIFI
1E:B6:9F:20:95:02, 2022-08-11 19:22:49, 2022-08-11 19:22:49, -78,        1, (not associated) ,
62:5A:C4:20:A6:FF, 2022-08-11 19:22:47, 2022-08-11 19:22:47, -75,        1, (not associated) ,
3E:70:1D:AC:B8:57, 2022-08-11 19:22:59, 2022-08-11 19:22:59, -75,        2, (not associated) ,
46:22:AA:7B:EF:62, 2022-08-11 19:23:01, 2022-08-11 19:23:01, -72,        1, (not associated) ,
22:54:E7:B4:CE:C8, 2022-08-11 19:22:59, 2022-08-11 19:22:59, -67,        2, (not associated) ,
7E:DE:31:73:C4:AC, 2022-08-11 19:23:11, 2022-08-11 19:23:11, -82,        1, (not associated) ,
D6:5F:D4:62:28:8C, 2022-08-11 19:23:11, 2022-08-11 19:23:11, -82,        1, (not associated) ,
1E:D9:41:0B:8D:1F, 2022-08-11 19:23:24, 2022-08-11 19:23:24, -84,        2, (not associated) ,
3E:F5:F4:DB:33:95, 2022-08-11 19:23:20, 2022-08-11 19:23:21, -79,        3, (not associated) ,
A2:88:72:EA:19:16, 2022-08-11 19:23:25, 2022-08-11 19:23:25, -79,        1, (not associated) ,
16:E8:28:CA:04:A5, 2022-08-11 19:23:22, 2022-08-11 19:23:22, -78,        3, (not associated) ,
26:DD:86:6A:CE:64, 2022-08-11 19:23:25, 2022-08-11 19:23:25, -78,        1, (not associated) ,
2E:51:9D:67:15:16, 2022-08-11 19:23:25, 2022-08-11 19:23:25, -78,        1, (not associated) ,
32:76:46:00:5D:AA, 2022-08-11 19:23:21, 2022-08-11 19:23:21, -74,        1, (not associated) ,
B6:E5:9A:74:A7:9B, 2022-08-11 19:23:25, 2022-08-11 19:23:26, -74,        3, (not associated) ,Pedro_PIMENTEL_NET_99492-8188
2E:84:69:82:9B:1A, 2022-08-11 19:23:25, 2022-08-11 19:23:25, -68,        1, (not associated) ,
EA:70:27:F6:7D:E7, 2022-08-11 19:23:15, 2022-08-11 19:23:22,  -1,        4, 74:3A:EF:70:D3:31,
2C:2B:F9:09:CC:BA, 2022-08-11 19:22:38, 2022-08-11 19:23:37, -83,        3, 10:C2:5A:16:B2:CF,
72:76:F6:3C:66:7B, 2022-08-11 19:23:35, 2022-08-11 19:23:35, -83,        2, (not associated) ,visitante_tst,CLARO-WIFI
00:0C:E7:67:AD:7E, 2022-08-11 19:23:46, 2022-08-11 19:23:46, -79,        2, (not associated) ,Conect@1234*
72:C3:02:18:62:30, 2022-08-11 19:23:50, 2022-08-11 19:23:50, -74,        1, (not associated) ,
